sex,age,income,wt,ht,bmi,waist
female,17,35000,104.2,166.3,37.68,120.9
male,18,35000,83.7,168.8,29.38,100.4
male,19,100000,54.6,174,18.03,69.2
female,52,100000,51.8,169.6,18.01,78
male,29,45000,75.9,198.2,19.32,89.3
female,57,100000,75.4,163.7,28.14,97.5
male,80,25000,95.8,176.3,30.82,112.6
male,29,35000,79.7,185.1,23.26,85.5
female,19,100000,73.8,162.6,27.91,88.7
male,75,45000,109.4,182.9,32.7,123.3
male,39,20000,105.6,175.2,34.4,111.6
female,24,25000,53.3,160.9,20.59,78
male,18,5000,76.7,177.7,24.29,82.5
female,19,20000,151.3,177.6,47.97,135.2
female,46,55000,196.6,152.2,84.87,152.5
female,66,55000,100.8,158.1,40.33,106
female,28,0,61.3,156.1,25.16,82
female,14,65000,52.4,154.8,21.87,66.9
female,15,25000,35.5,148.7,16.05,58.6
female,20,15000,69,159.4,27.16,98.2
female,60,65000,90.1,164,33.5,112.4
male,61,100000,60.3,168.7,21.19,81
male,70,65000,110.3,159.5,43.36,130.6
male,32,35000,78.4,173.7,25.98,99.2
male,23,100000,70.7,176,22.82,84
female,37,75000,67.3,158.6,26.76,89
male,76,15000,58.6,169.9,20.3,81.8
male,30,35000,86,172.3,28.97,89.3
female,45,25000,72.9,154.2,30.66,107.5
female,63,55000,95.1,159,37.62,104
female,80,25000,64.2,153.8,27.14,106.3
female,31,25000,45.4,168.7,15.95,66.4
male,35,100000,89,175.9,28.76,91.9
female,43,55000,59.1,161.3,22.72,77.7
female,35,15000,90.8,155.6,37.5,103
female,49,,71.1,148.8,32.11,88.5
male,69,,83.5,167.3,29.83,107.4
female,36,< 20000,62,156.5,25.31,86.3
female,38,100000,100,163,37.64,113.6
male,41,100000,76.9,178.2,24.22,84.3
female,14,25000,75.1,157.1,30.43,89
male,16,100000,96.9,188.2,27.36,88.1
female,55,100000,60.7,162.4,23.02,81.7
male,32,25000,100.3,188.8,28.14,107.4
female,44,75000,60.6,160.9,23.41,86.8
female,24,65000,65.8,162.1,25.04,92.8
male,65,35000,108.2,172,36.57,132.8
female,20,55000,70.3,168.2,24.85,85.3
male,51,15000,71.9,165.4,26.28,97.5
female,47,10000,82.8,162.5,31.36,106.4
female,64,20000,114.9,156.2,47.09,
female,18,45000,55,160.7,21.3,71.8
male,55,75000,81.7,164.1,30.34,101
female,15,100000,61.3,164.8,22.57,81.8
male,16,10000,51.5,167.8,18.29,67.6
female,37,10000,47.9,143.1,23.39,81
male,30,25000,103.5,175,33.8,114.9
female,61,65000,92.2,171.9,31.2,100
male,80,10000,70,171.8,23.72,
female,80,0,86.5,156.3,35.41,112.5
male,42,20000,157.3,182,47.49,149.9
female,52,65000,105.2,167.9,37.32,116.5
male,36,25000,77,161.9,29.38,93.1
female,51,100000,80.8,169.6,28.09,102.8
female,60,,117.1,155.7,48.3,137.7
male,80,25000,59.8,175,19.53,83.4
female,28,65000,50.6,145.9,23.77,78
male,66,35000,82.4,178.4,25.89,93.5
female,71,10000,100.5,166.3,36.34,123.5
female,45,20000,70.1,165.8,25.5,82.7
female,23,35000,51.5,157.9,20.66,72.3
female,44,0,48.9,166,17.75,69.1
male,63,35000,109.1,185.5,31.71,119
male,44,65000,102.5,177.5,32.53,100
female,68,45000,61.2,146.6,28.48,95.2
female,35,75000,91.8,166.1,33.27,106.6
female,41,10000,68.1,160,26.6,92.5
female,52,,91.7,165.8,33.36,108.4
male,67,100000,79.9,169.9,27.68,94
female,61,20000,64.6,151.1,28.29,94.7
female,40,55000,66.2,172.9,22.14,90.2
female,65,10000,104.9,160,40.98,111
female,48,75000,108.2,169.4,37.71,121.6
female,72,5000,71.4,159.2,28.17,98.4
male,36,75000,78.1,175.4,25.39,92.6
female,36,15000,74,163.4,27.72,96.4
female,23,10000,164.1,164,61.01,156.8
male,38,20000,98.9,172.2,33.35,
male,47,45000,70,175.8,22.65,88.5
female,56,45000,85.5,157.2,34.6,104.8
female,14,20000,57.2,171.8,19.38,77.6
male,44,15000,80.2,178.2,25.26,100.9
female,80,5000,45.6,150.9,20.03,74.3
female,61,15000,88,167.1,31.52,109.7
male,22,65000,86.7,178.5,27.21,89.5
male,38,5000,95.8,165.3,35.06,105.2
male,49,35000,108.8,174.2,35.85,125
female,14,5000,51.6,166.7,18.57,77
female,40,75000,123.8,159.7,48.54,123.3
female,39,100000,91.1,169.1,31.86,107
male,50,< 20000,56.8,169.6,19.75,70
male,63,100000,118.5,178.3,37.27,130.3
female,13,0,57.3,159,22.67,74
male,16,45000,71.4,178.4,22.43,75.1
male,71,20000,99.2,179.6,30.75,114.4
male,56,100000,105.1,180.3,32.33,109.2
female,22,20000,90.8,166.8,32.64,107.8
male,38,45000,97.2,169.3,33.91,107.9
female,50,100000,50.4,162.2,19.16,74
male,80,35000,77.4,174.6,25.39,101
female,20,20000,96.9,165.1,35.55,111.1
male,59,5000,83.1,174.9,27.17,98.7
female,16,15000,84.3,159,33.35,106
female,23,100000,63.5,163.9,23.64,85.8
female,56,100000,62.7,168.4,22.11,83.8
male,21,100000,68.6,175,22.4,81
female,13,45000,62.6,158.3,24.98,83.1
male,27,75000,99.3,182.1,29.95,102.7
female,31,45000,89,159,35.2,104.9
male,17,75000,69.9,178.1,22.04,80.1
female,33,20000,95.4,158,38.22,105
male,26,75000,158.6,169.4,55.27,150.8
male,57,75000,70.7,166.3,25.56,90.5
female,40,35000,63.4,160.2,24.7,91
male,55,15000,56.9,175,18.58,76
male,28,65000,92.2,176.4,29.63,98
female,35,10000,89.4,148.2,40.7,115.1
female,20,0,61.4,156.6,25.04,86.9
female,58,,78,163.9,29.04,103.8
female,56,,68,162.5,25.75,99.8
female,74,25000,109,155,45.37,139.4
male,80,75000,78.4,166.1,28.42,113.3
female,62,100000,78.9,180.4,24.24,86
male,17,75000,74.2,183,22.16,75.2
female,18,20000,78.2,160.4,30.39,92.7
male,25,,84.2,173.7,27.91,100.8
female,31,5000,68.7,164.9,25.26,91.7
male,43,10000,86.7,175,28.31,102.9
female,58,,81.4,169.3,28.4,100.6
female,57,25000,69.2,150.7,30.47,99
female,26,100000,72.1,170.1,24.92,84.4
male,61,65000,97.1,180.9,29.67,108.3
male,41,35000,117,171.3,39.87,123.1
male,40,35000,96,183.8,28.42,92.2
male,66,55000,84.5,167.7,30.05,105.2
female,23,35000,60.5,151.2,26.46,91.5
male,59,75000,61.4,160.6,23.81,84.6
female,12,65000,51.5,151.2,22.53,73.2
female,57,25000,68.3,152.3,29.45,95.7
female,17,10000,50.6,163.6,18.91,71.7
female,39,20000,102.2,164.4,37.81,108.8
male,49,65000,63.3,173.1,21.13,81.2
female,14,100000,55,160.3,21.4,72
female,22,100000,64.3,166.1,23.31,80.3
female,64,100000,85.9,168.7,30.18,109.2
male,14,45000,75.5,167.1,27.04,93.9
male,54,10000,69.5,165.6,25.34,88.3
female,15,45000,50.2,157.1,20.34,72
female,74,15000,88.8,160.5,34.47,117.3
male,17,5000,90.6,177.5,28.76,92.1
female,42,10000,85.3,164.5,31.52,105.2
male,47,20000,97.4,179.5,30.23,108.9
female,60,20000,77.2,163.9,28.74,98.1
female,18,10000,63.2,164.3,23.41,73.8
female,62,75000,94.8,162,36.12,111.7
male,76,15000,61.9,174.3,20.37,86.2
male,17,45000,76.4,162.1,29.08,91.8
male,15,20000,62.5,174.6,20.5,77.5
male,57,100000,91.2,178.1,28.75,107
male,71,10000,73.6,162.2,27.98,108.6
female,30,75000,116.8,166.5,42.13,126.9
female,23,15000,81.7,154.3,34.32,103.9
female,74,20000,97,162.1,36.92,126.6
male,73,45000,78.9,170.8,27.05,103.7
female,39,35000,92.2,168.6,32.44,106.8
male,74,20000,89.2,168.1,31.57,114.8
male,79,20000,119,171.2,40.6,130
female,19,20000,69.7,175.1,22.73,89
female,31,100000,94.3,167.9,33.45,113.7
male,18,5000,65.9,169,23.07,76.1
female,14,25000,59.7,169.3,20.83,74.2
female,80,25000,103.4,166.2,37.43,128.4
male,64,35000,70.9,167.4,25.3,91
female,64,,67.5,149.9,30.04,102.4
male,39,35000,96.2,166.8,34.58,109.9
male,14,100000,111.2,170.6,38.21,117.2
female,18,100000,51.4,163.6,19.2,69.5
male,73,15000,64.7,169.6,22.49,85.2
male,74,100000,91.1,173.2,30.37,109.5
male,39,10000,108.9,188.3,30.71,118.6
male,23,,74,185,21.62,77.7
female,43,0,51.5,156.5,21.03,70.2
male,27,25000,108.4,189.4,30.22,112
female,80,75000,76.1,160.3,29.62,107.6
male,45,35000,107.3,167.9,38.06,118.2
male,14,10000,52.7,164.6,19.45,69.5
male,39,< 20000,81.4,173.7,26.98,83.5
female,52,25000,77.1,152.8,33.02,106.4
male,40,20000,84.7,175.6,27.47,97.8
male,17,100000,66.6,175.6,21.6,82.3
male,33,45000,64.7,170.4,22.28,84.5
male,52,35000,67.7,174.2,22.31,82.5
female,59,25000,87.5,155.5,36.19,115.2
female,24,45000,61.2,165.5,22.34,78.6
female,54,75000,76.7,156.1,31.48,105.5
female,53,75000,60.6,157.4,24.46,90.4
male,20,15000,112.7,182.6,33.8,115.1
female,46,45000,60.9,160.7,23.58,81.6
female,62,5000,71.3,171,24.38,90.2
male,46,35000,124.5,169.3,43.44,129.7
male,40,0,113.2,201.7,27.82,100.4
female,64,0,60.1,158.6,23.89,85.4
male,76,5000,78.3,163.3,29.36,104.5
female,36,20000,66.4,163.5,24.84,87.2
female,80,100000,61.5,168.7,21.61,80.8
male,51,5000,184.7,186,53.39,155.7
male,62,45000,131.9,168.9,46.24,132.5
male,13,20000,47.4,156.5,19.35,68.5
female,17,20000,60.8,163.1,22.86,79.9
male,15,5000,65.4,182.6,19.61,78.1
female,53,35000,51.7,152.6,22.2,76
male,16,20000,89.3,174.1,29.46,89.8
female,14,55000,49.5,163.9,18.43,68.3
female,20,5000,47.5,160.1,18.53,67
female,30,,48.5,160.5,18.83,71.5
male,45,5000,76.9,158.1,30.77,96.2
male,36,65000,146.1,167.3,52.2,149
male,49,55000,78.5,185.4,22.84,81.1
male,63,20000,77.8,169.8,26.98,101
female,41,20000,66.9,157.3,27.04,93.1
male,12,100000,72.4,159.9,28.32,92.3
female,60,55000,91.8,164.4,33.97,113.2
female,37,0,86.1,159,34.06,109.5
male,64,75000,96.3,179.3,29.95,98.2
female,80,15000,66.9,157.9,26.83,99
female,42,100000,71.8,164,26.7,93.9
male,18,0,90.3,190.6,24.86,82.6
male,37,75000,94.1,177.1,30,98.6
male,38,100000,96.4,182.8,28.85,101.4
male,18,25000,72.7,171.5,24.72,78.7
male,33,25000,121.7,179.7,37.69,122.4
female,56,25000,69.5,151.6,30.24,97.4
male,18,,57.2,167.9,20.29,74.8
female,47,20000,82.9,151.3,36.21,105.7
male,14,35000,47.3,164.9,17.39,67.3
female,69,20000,58.3,143.7,28.23,96.7
female,46,20000,80.5,160.6,31.21,104.2
male,26,100000,105.7,180,32.62,103.5
female,44,25000,54,157,21.91,79.7
female,36,55000,111.6,176.8,35.7,108
male,80,45000,58.8,165.5,21.47,79
female,23,75000,102.7,156.4,41.99,102.5
male,21,0,100.5,170.4,34.61,124
female,77,100000,61.5,155.9,25.3,89.6
male,39,100000,115.8,186.2,33.4,120.9
male,37,100000,87.8,180.7,26.89,97.7
male,21,25000,90.5,170.4,31.17,106.4
male,12,65000,33,143.5,16.03,59.6
female,49,15000,63.1,161.5,24.19,93.8
female,29,10000,79.2,157.9,31.77,99.2
female,46,25000,97.7,172.3,32.91,118.5
female,42,5000,57.7,161.8,22.04,85.3
male,17,100000,142,182.4,42.68,126.5
male,80,10000,78.6,166.6,28.32,100.2
male,51,75000,131.4,183.2,39.15,128
male,43,20000,143.3,182.3,43.12,141
male,50,25000,81.5,168.1,28.84,99.5
male,47,65000,84.6,166.5,30.52,97.4
male,14,25000,71.9,173.3,23.94,
male,14,65000,91.6,164.7,33.77,106.8
male,70,35000,68.7,158.9,27.21,
male,73,75000,80.5,163.3,30.19,109
female,74,,44.3,150.5,19.56,81.1
female,63,55000,71.5,167.3,25.55,84.4
male,80,,68.8,166.9,24.7,97.2
female,17,65000,93.9,163.9,34.95,103.5
male,35,35000,73,177.8,23.09,86
male,14,25000,87,160.1,33.94,105.7
male,16,100000,74.8,165,27.47,87.6
female,80,20000,58.4,145.9,27.43,97.3
male,63,25000,140.8,167,50.49,155.8
female,30,5000,66.1,159.8,25.88,91
female,12,45000,53.8,153,22.98,75.5
male,64,15000,88.6,187.3,25.26,109.2
male,14,100000,41,155.5,16.96,66.3
female,77,65000,71.2,166.3,25.75,102.2
male,56,100000,74.6,176.7,23.89,90.9
male,18,10000,94.6,182.3,28.47,89.5
male,16,25000,68.6,176.5,22.02,74.5
female,31,45000,60.5,158.9,23.96,83.5
female,64,65000,69.3,151.7,30.11,103
male,41,55000,64.3,161,24.81,87.6
male,53,15000,138.8,184.9,40.6,135.8
female,26,25000,149,170.3,51.38,142.7
female,41,45000,60,155.9,24.69,84.7
female,52,75000,91.3,168.8,32.04,107
female,67,55000,77.2,163.8,28.77,99
female,52,100000,81.2,174.5,26.67,97.8
female,70,35000,82.3,156.1,33.77,105.6
male,40,35000,62.2,182.8,18.61,72.9
male,62,35000,86.6,186.9,24.79,97.8
male,66,100000,90.2,180.2,27.78,100.4
female,44,75000,76.6,166.2,27.73,97.8
female,60,15000,71.9,164.2,26.67,103
female,50,15000,82.8,164.8,30.49,102.6
male,46,35000,78.1,183.5,23.19,95
female,18,15000,98.3,168.4,34.66,105.5
male,13,25000,61.2,166.2,22.16,74.1
female,60,55000,88.3,165.6,32.2,117.7
female,31,25000,63,158.4,25.11,81.8
male,41,55000,102.8,188.3,28.99,102.9
male,80,25000,75,161.6,28.72,104.5
female,39,20000,89.8,167.5,32.01,105.4
male,77,45000,69.8,185.8,20.22,94.3
male,32,10000,102.2,170.6,35.12,123.5
female,77,5000,54.2,152.8,23.21,96
female,14,45000,57.9,164.9,21.29,71.7
female,21,15000,74.5,168.6,26.21,101.5
female,39,100000,77.9,162.3,29.57,92.3
female,45,,42.3,147.6,19.42,65.5
male,43,20000,85.3,174,28.17,95.2
female,16,65000,58.8,161.2,22.63,70.6
male,21,35000,61.1,167.3,21.83,73.9
female,33,25000,73.1,162.4,27.72,87.9
male,73,20000,91.3,167.4,32.58,118.7
male,48,25000,63.9,177.1,20.37,78.3
female,14,15000,87.3,163.5,32.66,99.9
female,61,100000,103.4,170.7,35.49,119.3
female,66,15000,77.5,156.5,31.64,100.5
female,42,75000,94.5,167.4,33.72,97
female,17,55000,65.4,158,26.2,91.3
female,41,100000,56.8,163.4,21.27,
female,14,100000,55.3,159.2,21.82,78.2
male,49,45000,72.4,165,26.59,93.8
female,60,10000,65.7,173.7,21.78,84.3
female,13,100000,41.6,162.5,15.75,65.2
female,53,45000,78.7,159.6,30.9,101.5
male,22,25000,67,176.4,21.53,78
female,72,45000,69.9,167,25.06,93.7
male,41,,117.1,180.2,36.06,
male,80,35000,106.3,181.6,32.23,127
female,80,45000,76.1,158.5,30.29,108.5
male,57,45000,96.1,190.3,26.54,105.2
male,55,100000,88.2,175.5,28.64,105.6
male,44,20000,80.4,172.3,27.08,102.8
female,27,35000,64,165.7,23.31,83
female,42,55000,71.9,164.5,26.57,84.2
male,31,55000,119.4,179.5,37.06,123.5
female,40,100000,91.3,162.7,34.49,100
male,24,75000,78.1,170.9,26.74,91.2
male,64,100000,105.6,184,31.19,115
male,45,100000,67.2,178.5,21.09,79.2
male,59,100000,99.5,181.8,30.1,107.7
female,46,15000,79.2,170.8,27.15,96.2
male,53,75000,74.2,164.6,27.39,93.3
male,25,35000,77.9,174,25.73,90.1
male,14,25000,58,169.7,20.14,74.2
male,56,5000,90.5,175.8,29.28,105.2
female,25,20000,55.7,167.5,19.85,76.7
female,50,35000,79.2,160,30.94,103.5
female,42,25000,79.5,153.7,33.65,101.3
female,56,20000,65.9,161.5,25.27,94.7
female,35,10000,92.9,165.8,33.79,113
female,46,15000,70.3,160.5,27.29,88
female,61,25000,60.7,152.5,26.1,88
female,80,65000,76.2,159.3,30.03,101.3
female,75,10000,63.8,159.5,25.08,95.5
female,25,10000,73.7,162.5,27.91,100.1
female,59,75000,80.1,173.9,26.49,101.9
male,59,100000,71.2,175,23.25,92.6
male,58,100000,121.6,173.5,40.4,131.6
male,15,20000,58.7,167.8,20.85,79.8
female,24,15000,70.8,155.3,29.36,94.8
female,22,100000,77.1,167.3,27.55,95.8
female,34,15000,188.9,165.9,68.63,165
female,63,45000,55.7,148.6,25.22,89.4
female,32,10000,56.8,156.5,23.19,83.5
male,56,25000,79.3,160.3,30.86,100.7
female,27,35000,67,160.7,25.94,87.2
female,62,75000,58.3,150.5,25.74,84
male,37,100000,109.4,179.1,34.11,106.9
male,78,5000,73.6,159.5,28.93,
female,80,25000,87.2,159.3,34.36,119.3
male,30,25000,85.6,174.8,28.02,94.2
female,16,55000,56.8,163.3,21.3,76.8
male,23,10000,50.1,161.6,19.18,71.2
male,29,,77.4,179.1,24.13,89.7
female,38,25000,62.2,160.6,24.12,86
male,55,100000,75.3,173.1,25.13,91.8
female,14,20000,73.2,156,30.08,97.6
male,26,20000,83.5,179,26.06,91.4
male,68,65000,81.5,172.6,27.36,104.5
male,60,75000,123.8,176.6,39.7,127
male,22,,68.7,173.8,22.74,75.9
female,80,10000,49.8,153.7,21.08,75.8
female,32,10000,94,158.5,37.42,113.8
male,50,0,68.6,169.8,23.79,87.1
male,67,20000,70.6,189.4,19.68,82.3
female,25,20000,72.8,154.6,30.46,88.8
female,52,100000,55.9,168.2,19.76,76.7
male,31,35000,77.7,168.4,27.4,94.7
male,20,35000,67.6,176,21.82,75
male,30,65000,87.8,170.3,30.27,109.1
male,24,100000,93.3,168,33.06,102
male,41,0,68.3,174.9,22.33,83.2
female,14,15000,49.1,156,20.18,77.5
female,16,10000,51.5,151.5,22.44,76.5
female,19,10000,66.5,154.7,27.79,89.7
female,38,25000,58,171.1,19.81,75.5
female,21,20000,61,156.9,24.78,79.7
female,21,65000,61.7,166.5,22.26,75.2
male,48,75000,87.9,172.4,29.57,99.1
female,31,0,73.2,173.4,24.35,91
male,19,20000,64.3,170.5,22.12,75.4
male,14,25000,57.2,173.3,19.05,68.3
male,24,15000,111.1,193.5,29.67,107.2
female,15,100000,48.2,157.2,19.5,71.8
female,46,75000,61.4,150.9,26.96,96.2
male,79,45000,83.8,175.7,27.15,102.8
female,30,25000,91.5,152.6,39.29,114.7
female,20,20000,52.4,166.1,18.99,65
male,20,45000,57.1,166.4,20.62,74.6
male,41,45000,81.5,170.4,28.07,95.9
female,24,25000,83,156.8,33.76,102.2
female,61,75000,47.9,150.8,21.06,74.4
male,61,25000,80.8,163.4,30.26,100.7
male,29,5000,67.4,169.7,23.4,79
male,62,25000,91.6,172.7,30.71,110.2
female,27,10000,46.1,162.1,17.54,77
male,67,25000,98.4,190,27.26,109.1
female,56,45000,90.5,162.5,34.27,99
male,34,100000,84.7,177.3,26.94,95.1
female,38,65000,91.1,163,34.29,102
male,15,100000,64.6,169.5,22.49,73
male,35,55000,68.7,177.6,21.78,79.6
female,36,,110.7,165.9,40.22,105.9
female,52,45000,66.3,162.5,25.11,81.6
female,70,45000,70.2,152.4,30.23,101
female,42,100000,57,167.7,20.27,81.4
male,52,75000,121.4,176.3,39.06,122.8
female,17,10000,82.7,166.6,29.8,97.5
male,62,20000,81.1,169.3,28.29,100.8
male,19,5000,57.5,162.6,21.75,70.2
female,16,100000,51.1,159.2,20.16,68.5
female,21,35000,62.5,165.5,22.82,76
female,45,5000,91.5,161.3,35.17,101.4
male,48,35000,69.6,173.4,23.15,83.1
female,49,100000,92.5,164.9,34.02,107.7
female,47,15000,78.2,163,29.43,109.7
male,80,100000,74.2,179,23.16,87.6
female,50,25000,177.9,168.3,62.81,
male,80,15000,69.8,154.1,29.39,104
male,47,15000,59.2,168.7,20.8,80.5
male,34,65000,136.8,182.8,40.94,131.3
male,74,35000,63.4,178.8,19.83,90.9
male,19,,118.2,174.1,39,118.7
male,39,25000,70.7,182.9,21.13,78.5
male,57,0,108.9,177.2,34.68,117.7
female,80,55000,50.2,146.2,23.49,81
female,80,35000,85.1,155.7,35.1,114.5
male,23,25000,71.6,173.1,23.9,80.6
male,14,55000,74.8,179.5,23.22,89.2
female,60,100000,78.1,149.5,34.94,101
female,23,10000,53.5,164.6,19.75,73.4
female,58,35000,67.1,157.9,26.91,93
female,80,35000,73.4,145.7,34.58,100.2
male,33,100000,102.5,178.6,32.13,112.7
female,47,45000,65.8,160.6,25.51,83.9
female,14,15000,33.9,151.6,14.75,61.6
female,77,,57.2,152.1,24.73,84.9
female,25,,60.3,163.2,22.64,82.3
male,75,15000,104.8,185.9,30.33,112.4
female,72,65000,89,169.6,30.94,100.2
female,80,20000,55.8,157.9,22.38,86
male,32,20000,81.7,178.3,25.7,88
female,60,15000,79.8,172.2,26.91,109.3
female,41,45000,44.5,172.1,15.02,63.2
female,14,100000,50.1,160.5,19.45,69.5
male,46,35000,89.3,179.7,27.65,101.7
female,12,35000,56.7,152,24.54,77
female,42,25000,106.7,163.1,40.11,
female,18,45000,42.6,154.5,17.85,64.9
male,80,,89.4,177.9,28.25,106.5
male,15,20000,81.5,171.4,27.74,97.4
female,75,35000,89.1,163.5,33.33,105.1
male,22,10000,58.7,175.8,18.99,76.1
male,24,75000,63.3,163.3,23.74,80.1
female,57,10000,80.4,151.6,34.98,108.1
male,66,10000,101.1,173.8,33.47,117.5
male,59,15000,88.1,181.2,26.83,104.6
female,29,45000,70.8,166.1,25.66,90.2
female,41,0,83.2,154.1,35.04,112.6
male,51,10000,78.4,180.3,24.12,85.9
female,61,5000,91.5,155.7,37.74,108
male,15,35000,70.6,163.4,26.44,81
male,17,75000,76.4,183.3,22.74,84.4
female,42,25000,52.6,146.7,24.44,80.2
female,53,100000,69.2,159.6,27.17,92.5
male,14,10000,40.7,151.7,17.69,63
male,50,35000,136,167.4,48.53,136.7
male,46,20000,97.4,178.7,30.5,107
female,14,25000,48.8,166.9,17.52,68.1
male,41,,73.8,167.3,26.37,93
female,73,10000,93.7,148,42.78,128
female,21,100000,55.7,153.3,23.7,77.8
male,22,,60.3,161.2,23.21,79.5
female,37,75000,53.9,166.1,19.54,67
female,28,5000,54,173.3,17.98,73.5
male,54,25000,90.2,171.5,30.67,105.6
male,60,25000,109.5,187.8,31.05,109
female,78,20000,117.3,158.3,46.81,121.7
male,15,75000,100.2,176.7,32.09,106.8
female,54,5000,92.7,165.3,33.93,115.5
female,69,65000,70.9,154.2,29.82,
male,34,45000,89.9,173.4,29.9,102.2
male,38,15000,73.9,165.9,26.85,86
female,80,35000,56.1,144.4,26.9,
female,67,65000,111.2,153.6,47.13,127.6
male,17,100000,57.9,171.2,19.75,71.7
female,45,100000,54.3,171.6,18.44,71.7
male,36,0,70.2,183.3,20.89,86.2
male,19,0,87.3,175.7,28.28,88.2
male,20,0,66.3,166.7,23.86,81.8
female,20,55000,96.5,161.8,36.86,104.7
female,12,55000,76.8,166.5,27.7,95.5
male,47,10000,99.8,186.3,28.75,104.9
female,80,55000,63.2,153.2,26.93,91
female,64,35000,110.8,164,41.2,124.5
female,42,75000,72.9,156.5,29.76,84.3
female,13,20000,58.8,170.2,20.3,75.7
female,47,20000,67.5,151.1,29.56,100.7
male,15,10000,54.5,164,20.26,66.5
male,22,10000,69.4,172,23.46,81.5
female,20,,60.4,159.2,23.83,
male,60,75000,106.7,178.3,33.56,117.4
female,16,25000,67.7,168.9,23.73,82
male,57,100000,96.5,173.1,32.21,108.5
male,71,20000,81,162.6,30.64,108
female,62,5000,78,153.7,33.02,98.1
female,80,20000,69.4,144.5,33.24,106.5
female,29,65000,53.5,156.1,21.96,82.3
male,77,45000,85.3,169.2,29.8,112
male,14,75000,66.2,163,24.92,80.1
male,37,45000,70,167.5,24.95,
male,43,25000,74.9,174.1,24.71,92.5
male,53,100000,82.7,171.2,28.22,102
male,33,25000,64.4,169.8,22.34,79.5
female,78,20000,111.7,154.2,46.98,129.5
male,80,25000,81.7,173.5,27.14,96.7
female,80,15000,51.7,164.3,19.15,76
female,38,5000,89.7,157.4,36.21,110.3
male,14,0,74.1,164.6,27.35,85.7
female,70,25000,61.7,161.9,23.54,81
male,66,65000,103.2,163.1,38.79,126.9
male,21,20000,99.7,167,35.75,108.5
male,32,35000,67,173,22.39,81
female,20,100000,61,172.2,20.57,76.3
male,50,25000,108.4,187.8,30.74,110.4
female,18,0,46,159.7,18.04,76.5
male,55,25000,68.8,172.6,23.09,82.6
male,64,20000,82.1,171.6,27.88,98.7
male,54,45000,70.4,165.5,25.7,94.4
male,52,25000,103.8,172.2,35.01,115.4
male,80,20000,88.1,176.4,28.31,112.4
male,46,65000,102.1,185.5,29.67,99.8
female,39,,71.4,158,28.6,
male,32,25000,82.6,188.9,23.15,84.9
male,13,20000,48.8,164.2,18.1,71.2
female,16,,62.6,160.9,24.18,85.3
male,27,55000,64.8,170.5,22.29,79.5
female,31,45000,72.6,158.4,28.94,99.5
female,68,15000,65.7,149,29.59,103.2
male,19,15000,76.7,173.3,25.54,83.2
female,28,55000,59.2,158.1,23.68,80.2
male,50,0,93.2,172.1,31.47,107.9
male,29,55000,98.5,182,29.74,107.6
female,74,20000,69.6,161.7,26.62,95.4
male,14,25000,56.5,155.2,23.46,84.8
female,80,55000,62.6,159.9,24.48,87.4
female,12,45000,53.7,160.3,20.9,74.7
male,69,10000,115.3,170.4,39.71,134
female,19,20000,58.6,165.6,21.37,73.5
female,48,55000,69.7,158.2,27.85,85.7
male,80,25000,63.1,174.2,20.79,87.5
female,39,10000,65.8,176.3,21.17,85.8
female,21,55000,50.8,166,18.44,
male,57,0,69.4,172.6,23.3,87.6
female,20,25000,108.1,171.1,36.93,129.7
male,43,15000,120.4,175.5,39.09,128.2
female,76,< 20000,68.2,159.9,26.67,88
male,60,100000,84.6,186.9,24.22,99.3
male,56,100000,73.5,179.9,22.71,93.7
female,12,100000,42.7,154.2,17.96,66.5
female,40,25000,62.6,142.5,30.83,90.6
female,62,5000,83.7,165.1,30.71,
female,75,75000,60.3,167.5,21.49,88.8
male,20,45000,101.5,181,30.98,105.2
male,56,25000,143,188.2,40.37,134.4
male,75,45000,90.7,173.1,30.27,110.1
female,53,35000,93.5,157.9,37.5,111.8
male,50,< 20000,77.2,164.4,28.56,100.4
female,28,20000,69.1,173.4,22.98,79.2
female,27,25000,59.9,161.8,22.88,77.8
female,22,35000,74.8,162.7,28.26,94
female,77,15000,90.1,158.5,35.86,118
female,35,25000,65.3,142.1,32.34,98
female,80,< 20000,73.2,153.7,30.99,109.8
